topic,pmid,human,stratum,N_stratum,n_sampled,weight,pool_size,lab_openai
CD010633,22735249,0,non_eligible,1569,100,15.69,1573,0
CD010633,9217686,0,non_eligible,1569,100,15.69,1573,0
CD010633,12739379,0,non_eligible,1569,100,15.69,1573,0
CD010633,3502292,0,non_eligible,1569,100,15.69,1573,1
CD010633,9658479,0,non_eligible,1569,100,15.69,1573,0
CD010633,7669494,0,non_eligible,1569,100,15.69,1573,1
CD010633,8242214,0,non_eligible,1569,100,15.69,1573,0
CD010633,1786668,0,non_eligible,1569,100,15.69,1573,0
CD010633,3263980,0,non_eligible,1569,100,15.69,1573,1
CD010633,2980527,0,non_eligible,1569,100,15.69,1573,1
CD010633,12474288,0,non_eligible,1569,100,15.69,1573,0
CD010633,17697413,0,non_eligible,1569,100,15.69,1573,1
CD010633,22135130,0,non_eligible,1569,100,15.69,1573,2
CD010633,8752463,0,non_eligible,1569,100,15.69,1573,0
CD010633,12411761,0,non_eligible,1569,100,15.69,1573,0
CD010633,16264357,0,non_eligible,1569,100,15.69,1573,2
CD010633,12092408,0,non_eligible,1569,100,15.69,1573,0
CD010633,19198105,0,non_eligible,1569,100,15.69,1573,1
CD010633,7498872,0,non_eligible,1569,100,15.69,1573,1
CD010633,21278615,0,non_eligible,1569,100,15.69,1573,3
CD010633,16325958,0,non_eligible,1569,100,15.69,1573,0
CD010633,22785390,0,non_eligible,1569,100,15.69,1573,1
CD010633,16405264,0,non_eligible,1569,100,15.69,1573,0
CD010633,12833301,0,non_eligible,1569,100,15.69,1573,1
CD010633,21314662,0,non_eligible,1569,100,15.69,1573,0
CD010633,2213201,0,non_eligible,1569,100,15.69,1573,1
CD010633,2269322,0,non_eligible,1569,100,15.69,1573,0
CD010633,2601097,0,non_eligible,1569,100,15.69,1573,1
CD010633,16092074,0,non_eligible,1569,100,15.69,1573,0
CD010633,21376652,0,non_eligible,1569,100,15.69,1573,1
CD010633,17493637,0,non_eligible,1569,100,15.69,1573,2
CD010633,17221818,0,non_eligible,1569,100,15.69,1573,0
CD010633,10637936,0,non_eligible,1569,100,15.69,1573,0
CD010633,9444495,0,non_eligible,1569,100,15.69,1573,1
CD010633,10553590,0,non_eligible,1569,100,15.69,1573,0
CD010633,3023564,0,non_eligible,1569,100,15.69,1573,0
CD010653,7625188,1,eligible,45,45,1.0,8002,2
CD010653,12109956,1,eligible,45,45,1.0,8002,1
CD010653,7103677,1,eligible,45,45,1.0,8002,1
CD010653,679137,1,eligible,45,45,1.0,8002,1
CD010653,11772849,1,eligible,45,45,1.0,8002,1
CD010653,7097260,1,eligible,45,45,1.0,8002,1
CD010653,16840842,1,eligible,45,45,1.0,8002,1
CD010653,2346840,1,eligible,45,45,1.0,8002,2
CD010653,8599402,1,eligible,45,45,1.0,8002,0
CD010653,17651943,1,eligible,45,45,1.0,8002,1
CD010653,20673546,1,eligible,45,45,1.0,8002,1
CD010653,6691469,1,eligible,45,45,1.0,8002,1
CD010653,3575608,1,eligible,45,45,1.0,8002,1
CD010653,446007,1,eligible,45,45,1.0,8002,3
CD010653,16960465,1,eligible,45,45,1.0,8002,1
CD010653,17278344,1,eligible,45,45,1.0,8002,2
CD010653,1603910,1,eligible,45,45,1.0,8002,1
CD010653,10945082,1,eligible,45,45,1.0,8002,2
CD010653,15469193,1,eligible,45,45,1.0,8002,1
CD010653,8043525,1,eligible,45,45,1.0,8002,1
CD010653,6854293,1,eligible,45,45,1.0,8002,1
CD010653,7247640,1,eligible,45,45,1.0,8002,1
CD010653,990659,1,eligible,45,45,1.0,8002,0
CD010653,760695,1,eligible,45,45,1.0,8002,1
CD010653,1827606,1,eligible,45,45,1.0,8002,1
CD010653,14638591,1,eligible,45,45,1.0,8002,1
CD010653,8818369,1,eligible,45,45,1.0,8002,1
CD010653,3446304,1,eligible,45,45,1.0,8002,1
CD010653,17698323,1,eligible,45,45,1.0,8002,3
CD010653,1293622,1,eligible,45,45,1.0,8002,1
CD010653,6955821,1,eligible,45,45,1.0,8002,1
CD010653,6537544,1,eligible,45,45,1.0,8002,1
CD010653,3562746,1,eligible,45,45,1.0,8002,1
CD010653,2084771,1,eligible,45,45,1.0,8002,1
CD010653,9246249,1,eligible,45,45,1.0,8002,1
CD010653,2791534,1,eligible,45,45,1.0,8002,1
CD010653,3154521,1,eligible,45,45,1.0,8002,1
CD010653,3680182,1,eligible,45,45,1.0,8002,1
CD010653,3651746,1,eligible,45,45,1.0,8002,3
CD010653,8235802,1,eligible,45,45,1.0,8002,1
CD010653,9791918,0,non_eligible,7957,100,79.57,8002,1
CD010653,17202228,0,non_eligible,7957,100,79.57,8002,1
CD010653,8321341,0,non_eligible,7957,100,79.57,8002,1
CD010653,15145471,0,non_eligible,7957,100,79.57,8002,1
CD010653,17244183,0,non_eligible,7957,100,79.57,8002,0
CD010653,22216944,0,non_eligible,7957,100,79.57,8002,1
CD010653,10711907,0,non_eligible,7957,100,79.57,8002,1
CD010653,15526258,0,non_eligible,7957,100,79.57,8002,1
CD010653,7573583,0,non_eligible,7957,100,79.57,8002,1
CD010653,15526256,0,non_eligible,7957,100,79.57,8002,1
CD010653,3942287,0,non_eligible,7957,100,79.57,8002,1
CD010653,12728743,0,non_eligible,7957,100,79.57,8002,1
CD010653,18379498,0,non_eligible,7957,100,79.57,8002,1
CD010653,8332650,0,non_eligible,7957,100,79.57,8002,1
CD010653,8912952,0,non_eligible,7957,100,79.57,8002,1
CD010653,20520834,0,non_eligible,7957,100,79.57,8002,0
CD010653,20054834,0,non_eligible,7957,100,79.57,8002,0
CD010653,17121171,0,non_eligible,7957,100,79.57,8002,1
CD010653,16513882,0,non_eligible,7957,100,79.57,8002,1
CD010653,15056517,0,non_eligible,7957,100,79.57,8002,1
CD010653,7283668,0,non_eligible,7957,100,79.57,8002,1
CD010653,1975448,0,non_eligible,7957,100,79.57,8002,2
CD010653,12823076,0,non_eligible,7957,100,79.57,8002,1
CD010653,10960159,0,non_eligible,7957,100,79.57,8002,0
CD010653,15622509,0,non_eligible,7957,100,79.57,8002,1
CD010653,16638074,0,non_eligible,7957,100,79.57,8002,0
CD010653,16777669,0,non_eligible,7957,100,79.57,8002,1
CD010653,8686489,0,non_eligible,7957,100,79.57,8002,2
CD010653,9793868,0,non_eligible,7957,100,79.57,8002,2
CD010653,1617357,0,non_eligible,7957,100,79.57,8002,1
CD010653,10628888,0,non_eligible,7957,100,79.57,8002,1
CD010653,10518166,0,non_eligible,7957,100,79.57,8002,0
CD010653,20397787,0,non_eligible,7957,100,79.57,8002,1
CD010653,17041284,0,non_eligible,7957,100,79.57,8002,1
CD010653,12452546,0,non_eligible,7957,100,79.57,8002,1
CD010653,11802907,0,non_eligible,7957,100,79.57,8002,1
CD010653,17033915,0,non_eligible,7957,100,79.57,8002,1
CD010653,16516332,0,non_eligible,7957,100,79.57,8002,0
CD010653,22000938,0,non_eligible,7957,100,79.57,8002,2
CD010653,7991730,0,non_eligible,7957,100,79.57,8002,1
CD010705,23159109,1,eligible,23,23,1.0,114,3
CD010705,21562102,1,eligible,23,23,1.0,114,3
CD010705,23087027,1,eligible,23,23,1.0,114,3
CD010705,19386845,1,eligible,23,23,1.0,114,3
CD010705,23166667,1,eligible,23,23,1.0,114,3
CD010705,22236854,1,eligible,23,23,1.0,114,3
CD010705,20335420,1,eligible,23,23,1.0,114,3
CD010705,23782980,1,eligible,23,23,1.0,114,2
CD010705,22698869,1,eligible,23,23,1.0,114,3
CD010705,22325147,1,eligible,23,23,1.0,114,2
CD010705,22390880,1,eligible,23,23,1.0,114,2
CD010705,20573868,1,eligible,23,23,1.0,114,3
CD010705,23214120,1,eligible,23,23,1.0,114,3
CD010705,22267773,1,eligible,23,23,1.0,114,3
CD010705,20554815,1,eligible,23,23,1.0,114,3
CD010705,21632897,1,eligible,23,23,1.0,114,2
CD010705,23152552,1,eligible,23,23,1.0,114,3
CD010705,21955640,1,eligible,23,23,1.0,114,2
CD010705,23658272,1,eligible,23,23,1.0,114,3
CD010705,24029194,1,eligible,23,23,1.0,114,3
CD010705,22075597,1,eligible,23,23,1.0,114,3
CD010705,22378910,1,eligible,23,23,1.0,114,3
CD010705,24429319,1,eligible,23,23,1.0,114,3
CD010705,21575302,0,non_eligible,91,91,1.0,114,1
CD010705,23895665,0,non_eligible,91,91,1.0,114,1
CD010705,20550774,0,non_eligible,91,91,1.0,114,3
CD010705,23467605,0,non_eligible,91,91,1.0,114,1
CD010705,23883707,0,non_eligible,91,91,1.0,114,1
CD010705,23090928,0,non_eligible,91,91,1.0,114,1
CD010705,20368024,0,non_eligible,91,91,1.0,114,1
CD010705,19634711,0,non_eligible,91,91,1.0,114,3
CD010705,21602133,0,non_eligible,91,91,1.0,114,1
CD010705,19409848,0,non_eligible,91,91,1.0,114,1
CD010705,20937190,0,non_eligible,91,91,1.0,114,1
CD010705,22808802,0,non_eligible,91,91,1.0,114,1
CD010705,22325117,0,non_eligible,91,91,1.0,114,1
CD010705,21653771,0,non_eligible,91,91,1.0,114,1
CD010705,22260344,0,non_eligible,91,91,1.0,114,1
CD010705,18500189,0,non_eligible,91,91,1.0,114,2
CD010705,21449845,0,non_eligible,91,91,1.0,114,1
CD010705,16825393,0,non_eligible,91,91,1.0,114,1
CD010705,19017457,0,non_eligible,91,91,1.0,114,1
CD010705,19715569,0,non_eligible,91,91,1.0,114,1
CD010705,17035488,0,non_eligible,91,91,1.0,114,2
CD010705,17977988,0,non_eligible,91,91,1.0,114,1
CD010705,24197880,0,non_eligible,91,91,1.0,114,1
CD010705,24039735,0,non_eligible,91,91,1.0,114,1
CD010705,20525271,0,non_eligible,91,91,1.0,114,1
CD010705,23232012,0,non_eligible,91,91,1.0,114,1
CD010705,22301019,0,non_eligible,91,91,1.0,114,1
CD010705,21276306,0,non_eligible,91,91,1.0,114,1
CD010705,18940875,0,non_eligible,91,91,1.0,114,1
CD010705,23317962,0,non_eligible,91,91,1.0,114,1
CD010705,21832013,0,non_eligible,91,91,1.0,114,1
CD010705,16825369,0,non_eligible,91,91,1.0,114,2
CD010705,22236921,0,non_eligible,91,91,1.0,114,1
CD010705,22086621,0,non_eligible,91,91,1.0,114,1
CD010705,19494067,0,non_eligible,91,91,1.0,114,1
CD010705,18784319,0,non_eligible,91,91,1.0,114,1
CD010705,21813715,0,non_eligible,91,91,1.0,114,1
CD010705,23633684,0,non_eligible,91,91,1.0,114,1
CD010705,22238443,0,non_eligible,91,91,1.0,114,1
CD010705,22021920,0,non_eligible,91,91,1.0,114,2
CD010772,14614994,1,eligible,47,47,1.0,316,2
CD010772,19326698,1,eligible,47,47,1.0,316,3
CD010772,19323868,1,eligible,47,47,1.0,316,3
CD010772,8208879,1,eligible,47,47,1.0,316,2
CD010772,9283925,1,eligible,47,47,1.0,316,2
CD010772,18608052,1,eligible,47,47,1.0,316,2
CD010772,8677826,1,eligible,47,47,1.0,316,3
CD010772,19327203,1,eligible,47,47,1.0,316,3
CD010772,1946866,1,eligible,47,47,1.0,316,3
CD010772,20178996,1,eligible,47,47,1.0,316,1
CD010772,18025825,1,eligible,47,47,1.0,316,3
CD010772,15559753,1,eligible,47,47,1.0,316,2
CD010772,10556865,1,eligible,47,47,1.0,316,2
CD010772,12767413,1,eligible,47,47,1.0,316,1
CD010772,18289452,1,eligible,47,47,1.0,316,3
CD010772,10812327,1,eligible,47,47,1.0,316,2
CD010772,20064817,1,eligible,47,47,1.0,316,3
CD010772,9143435,1,eligible,47,47,1.0,316,3
CD010772,16734921,1,eligible,47,47,1.0,316,2
CD010772,10737023,1,eligible,47,47,1.0,316,2
CD010772,21071942,1,eligible,47,47,1.0,316,3
CD010772,9178050,1,eligible,47,47,1.0,316,2
CD010772,21399482,1,eligible,47,47,1.0,316,2
CD010772,9812113,1,eligible,47,47,1.0,316,3
CD010772,19747425,1,eligible,47,47,1.0,316,3
CD010772,11037106,1,eligible,47,47,1.0,316,2
CD010772,11560213,1,eligible,47,47,1.0,316,3
CD010772,19142410,1,eligible,47,47,1.0,316,2
CD010772,12548353,1,eligible,47,47,1.0,316,3
CD010772,15147592,1,eligible,47,47,1.0,316,3
CD010772,19578566,1,eligible,47,47,1.0,316,1
CD010772,12891638,1,eligible,47,47,1.0,316,2
CD010772,16724448,1,eligible,47,47,1.0,316,2
CD010772,17120985,1,eligible,47,47,1.0,316,3
CD010772,1492780,1,eligible,47,47,1.0,316,3
CD010772,12958005,1,eligible,47,47,1.0,316,3
CD010772,7662322,1,eligible,47,47,1.0,316,3
CD010772,14513165,1,eligible,47,47,1.0,316,2
CD010772,1607902,1,eligible,47,47,1.0,316,3
CD010772,2594878,1,eligible,47,47,1.0,316,2
CD010772,19407461,0,non_eligible,269,100,2.69,316,2
CD010772,16255841,0,non_eligible,269,100,2.69,316,1
CD010772,21626569,0,non_eligible,269,100,2.69,316,1
CD010772,14963845,0,non_eligible,269,100,2.69,316,1
CD010772,19101283,0,non_eligible,269,100,2.69,316,1
CD010772,11943052,0,non_eligible,269,100,2.69,316,1
CD010772,14512713,0,non_eligible,269,100,2.69,316,1
CD010772,20808135,0,non_eligible,269,100,2.69,316,2
CD010772,20610187,0,non_eligible,269,100,2.69,316,1
CD010772,18314567,0,non_eligible,269,100,2.69,316,2
CD010772,22689701,0,non_eligible,269,100,2.69,316,2
CD010772,19554672,0,non_eligible,269,100,2.69,316,1
CD010772,16088138,0,non_eligible,269,100,2.69,316,1
CD010772,11527481,0,non_eligible,269,100,2.69,316,1
CD010772,16428883,0,non_eligible,269,100,2.69,316,2
CD010772,12741091,0,non_eligible,269,100,2.69,316,1
CD010772,15687511,0,non_eligible,269,100,2.69,316,1
CD010772,10095375,0,non_eligible,269,100,2.69,316,1
CD010772,16272070,0,non_eligible,269,100,2.69,316,1
CD010772,17191421,0,non_eligible,269,100,2.69,316,1
CD010772,21903447,0,non_eligible,269,100,2.69,316,1
CD010772,10187878,0,non_eligible,269,100,2.69,316,2
CD010772,23268875,0,non_eligible,269,100,2.69,316,1
CD010772,20799249,0,non_eligible,269,100,2.69,316,2
CD010772,18285677,0,non_eligible,269,100,2.69,316,1
CD010772,12571823,0,non_eligible,269,100,2.69,316,2
CD010772,21718268,0,non_eligible,269,100,2.69,316,2
CD010772,12389836,0,non_eligible,269,100,2.69,316,1
CD010772,20158493,0,non_eligible,269,100,2.69,316,1
CD010772,21908910,0,non_eligible,269,100,2.69,316,1
CD010772,20455862,0,non_eligible,269,100,2.69,316,1
CD010772,14646031,0,non_eligible,269,100,2.69,316,1
CD010772,12752846,0,non_eligible,269,100,2.69,316,3
CD010772,14511157,0,non_eligible,269,100,2.69,316,1
CD010772,9921852,0,non_eligible,269,100,2.69,316,1
CD010772,10544724,0,non_eligible,269,100,2.69,316,1
CD010772,2284389,0,non_eligible,269,100,2.69,316,1
CD010772,18097141,0,non_eligible,269,100,2.69,316,1
CD010772,3241463,0,non_eligible,269,100,2.69,316,1
CD010772,20416977,0,non_eligible,269,100,2.69,316,1
CD010775,18850670,1,eligible,11,11,1.0,241,3
CD010775,20101272,1,eligible,11,11,1.0,241,2
CD010775,21229776,1,eligible,11,11,1.0,241,2
CD010775,17542384,1,eligible,11,11,1.0,241,3
CD010775,15817019,1,eligible,11,11,1.0,241,2
CD010775,22228824,1,eligible,11,11,1.0,241,3
CD010775,22298207,1,eligible,11,11,1.0,241,3
CD010775,18474719,1,eligible,11,11,1.0,241,2
CD010775,20141536,1,eligible,11,11,1.0,241,2
CD010775,22581594,1,eligible,11,11,1.0,241,3
CD010775,21081498,0,non_eligible,230,100,2.3,241,0
CD010775,484452,0,non_eligible,230,100,2.3,241,0
CD010775,20863306,0,non_eligible,230,100,2.3,241,0
CD010775,17011020,0,non_eligible,230,100,2.3,241,0
CD010775,22424621,0,non_eligible,230,100,2.3,241,2
CD010775,2364628,0,non_eligible,230,100,2.3,241,0
CD010775,21418960,0,non_eligible,230,100,2.3,241,2
CD010775,14585160,0,non_eligible,230,100,2.3,241,1
CD010775,19129390,0,non_eligible,230,100,2.3,241,0
CD010775,21474808,0,non_eligible,230,100,2.3,241,1
CD010775,21592576,0,non_eligible,230,100,2.3,241,1
CD010775,15167984,0,non_eligible,230,100,2.3,241,0
CD010775,13671618,0,non_eligible,230,100,2.3,241,0
CD010775,1150762,0,non_eligible,230,100,2.3,241,0
CD010775,21365162,0,non_eligible,230,100,2.3,241,2
CD010775,20679642,0,non_eligible,230,100,2.3,241,1
CD010775,3690513,0,non_eligible,230,100,2.3,241,0
CD010775,20957394,0,non_eligible,230,100,2.3,241,1
CD010775,16335575,0,non_eligible,230,100,2.3,241,0
CD010775,1740010,0,non_eligible,230,100,2.3,241,0
CD010775,16489254,0,non_eligible,230,100,2.3,241,0
CD010775,21790967,0,non_eligible,230,100,2.3,241,3
CD010775,7327668,0,non_eligible,230,100,2.3,241,0
CD010775,21642663,0,non_eligible,230,100,2.3,241,1
CD010775,21917776,0,non_eligible,230,100,2.3,241,1
CD010775,19937448,0,non_eligible,230,100,2.3,241,3
CD010775,3988358,0,non_eligible,230,100,2.3,241,0
CD010775,8222068,0,non_eligible,230,100,2.3,241,0
CD010775,15647471,0,non_eligible,230,100,2.3,241,0
CD010775,7845353,0,non_eligible,230,100,2.3,241,0
CD010775,21070702,0,non_eligible,230,100,2.3,241,1
CD010775,18820094,0,non_eligible,230,100,2.3,241,1
CD010775,22344629,0,non_eligible,230,100,2.3,241,1
CD010775,1394844,0,non_eligible,230,100,2.3,241,0
CD010775,512554,0,non_eligible,230,100,2.3,241,0
CD010775,14718541,0,non_eligible,230,100,2.3,241,0
CD010775,1944238,0,non_eligible,230,100,2.3,241,0
CD010775,22176962,0,non_eligible,230,100,2.3,241,1
CD010775,20592177,0,non_eligible,230,100,2.3,241,0
CD010775,20889166,0,non_eligible,230,100,2.3,241,1
CD010783,21702929,1,eligible,30,30,1.0,10905,3
CD010783,19494551,1,eligible,30,30,1.0,10905,2
CD010783,17553526,1,eligible,30,30,1.0,10905,2
CD010783,23019264,1,eligible,30,30,1.0,10905,2
CD010783,18535375,1,eligible,30,30,1.0,10905,3
CD010783,20847554,1,eligible,30,30,1.0,10905,3
CD010783,17353470,1,eligible,30,30,1.0,10905,2
CD010783,22573144,1,eligible,30,30,1.0,10905,3
CD010783,15800137,1,eligible,30,30,1.0,10905,1
CD010783,22416827,1,eligible,30,30,1.0,10905,2
CD010783,22687167,1,eligible,30,30,1.0,10905,3
CD010783,12163189,1,eligible,30,30,1.0,10905,3
CD010783,20808143,1,eligible,30,30,1.0,10905,2
CD010783,22233766,1,eligible,30,30,1.0,10905,2
CD010783,16682538,1,eligible,30,30,1.0,10905,2
CD010783,14699432,1,eligible,30,30,1.0,10905,3
CD010783,21106558,1,eligible,30,30,1.0,10905,2
CD010783,22278151,1,eligible,30,30,1.0,10905,2
CD010783,21489344,1,eligible,30,30,1.0,10905,2
CD010783,19220561,1,eligible,30,30,1.0,10905,1
CD010783,22761691,1,eligible,30,30,1.0,10905,3
CD010783,19747425,1,eligible,30,30,1.0,10905,3
CD010783,12404652,1,eligible,30,30,1.0,10905,3
CD010783,22457741,1,eligible,30,30,1.0,10905,3
CD010783,18071141,1,eligible,30,30,1.0,10905,2
CD010783,10765048,1,eligible,30,30,1.0,10905,2
CD010783,18723162,1,eligible,30,30,1.0,10905,2
CD010783,23567400,1,eligible,30,30,1.0,10905,2
CD010783,19319929,1,eligible,30,30,1.0,10905,2
CD010783,15249617,1,eligible,30,30,1.0,10905,1
CD010783,14710449,0,non_eligible,10875,100,108.75,10905,2
CD010783,21047403,0,non_eligible,10875,100,108.75,10905,0
CD010783,22349451,0,non_eligible,10875,100,108.75,10905,0
CD010783,24123241,0,non_eligible,10875,100,108.75,10905,1
CD010783,9703164,0,non_eligible,10875,100,108.75,10905,1
CD010783,24157823,0,non_eligible,10875,100,108.75,10905,1
CD010783,16271803,0,non_eligible,10875,100,108.75,10905,2
CD010783,8473692,0,non_eligible,10875,100,108.75,10905,1
CD010783,8293601,0,non_eligible,10875,100,108.75,10905,1
CD010783,24193144,0,non_eligible,10875,100,108.75,10905,2
CD010783,9136256,0,non_eligible,10875,100,108.75,10905,0
CD010783,10847562,0,non_eligible,10875,100,108.75,10905,1
CD010783,21457610,0,non_eligible,10875,100,108.75,10905,1
CD010783,9400564,0,non_eligible,10875,100,108.75,10905,1
CD010783,15785031,0,non_eligible,10875,100,108.75,10905,1
CD010783,15889663,0,non_eligible,10875,100,108.75,10905,1
CD010783,7727205,0,non_eligible,10875,100,108.75,10905,1
CD010783,10753008,0,non_eligible,10875,100,108.75,10905,1
CD010783,17826459,0,non_eligible,10875,100,108.75,10905,0
CD010783,15171906,0,non_eligible,10875,100,108.75,10905,1
CD010783,23632267,0,non_eligible,10875,100,108.75,10905,2
CD010783,9312819,0,non_eligible,10875,100,108.75,10905,2
CD010783,19424282,0,non_eligible,10875,100,108.75,10905,0
CD010783,24450567,0,non_eligible,10875,100,108.75,10905,2
CD010783,12891639,0,non_eligible,10875,100,108.75,10905,2
CD010783,16451145,0,non_eligible,10875,100,108.75,10905,1
CD010783,22614649,0,non_eligible,10875,100,108.75,10905,0
CD010783,16190012,0,non_eligible,10875,100,108.75,10905,1
CD010783,8561155,0,non_eligible,10875,100,108.75,10905,2
CD010783,16255841,0,non_eligible,10875,100,108.75,10905,2
CD010783,12404654,0,non_eligible,10875,100,108.75,10905,1
CD010783,20074912,0,non_eligible,10875,100,108.75,10905,1
CD010783,8014389,0,non_eligible,10875,100,108.75,10905,1
CD010783,22913655,0,non_eligible,10875,100,108.75,10905,3
CD010783,15847122,0,non_eligible,10875,100,108.75,10905,1
CD010783,18036184,0,non_eligible,10875,100,108.75,10905,0
CD010783,20101070,0,non_eligible,10875,100,108.75,10905,1
CD010783,12122168,0,non_eligible,10875,100,108.75,10905,2
CD010783,17687449,0,non_eligible,10875,100,108.75,10905,2
CD010783,22530265,0,non_eligible,10875,100,108.75,10905,1
CD010860,22508578,1,eligible,7,7,1.0,94,2
CD010860,11113982,1,eligible,7,7,1.0,94,3
CD010860,20473827,1,eligible,7,7,1.0,94,1
CD010860,17567931,1,eligible,7,7,1.0,94,3
CD010860,14511167,1,eligible,7,7,1.0,94,3
CD010860,15877567,1,eligible,7,7,1.0,94,3
CD010860,16534774,1,eligible,7,7,1.0,94,3
CD010860,20808118,0,non_eligible,87,87,1.0,94,2
CD010860,17393836,0,non_eligible,87,87,1.0,94,0
CD010860,16503593,0,non_eligible,87,87,1.0,94,0
CD010860,15995092,0,non_eligible,87,87,1.0,94,2
CD010860,10904947,0,non_eligible,87,87,1.0,94,1
CD010860,22988784,0,non_eligible,87,87,1.0,94,1
CD010860,19730176,0,non_eligible,87,87,1.0,94,1
CD010860,22256468,0,non_eligible,87,87,1.0,94,0
CD010860,16460402,0,non_eligible,87,87,1.0,94,2
CD010860,18396072,0,non_eligible,87,87,1.0,94,0
CD010860,18538508,0,non_eligible,87,87,1.0,94,0
CD010860,16859628,0,non_eligible,87,87,1.0,94,0
CD010860,19582756,0,non_eligible,87,87,1.0,94,2
CD010860,18764676,0,non_eligible,87,87,1.0,94,1
CD010860,22906395,0,non_eligible,87,87,1.0,94,2
CD010860,21435921,0,non_eligible,87,87,1.0,94,1
CD010860,17120261,0,non_eligible,87,87,1.0,94,0
CD010860,19083293,0,non_eligible,87,87,1.0,94,2
CD010860,22112432,0,non_eligible,87,87,1.0,94,0
CD010860,10379185,0,non_eligible,87,87,1.0,94,0
CD010860,7907040,0,non_eligible,87,87,1.0,94,0
CD010860,9831484,0,non_eligible,87,87,1.0,94,0
CD010860,15494776,0,non_eligible,87,87,1.0,94,0
CD010860,11240446,0,non_eligible,87,87,1.0,94,0
CD010860,22996060,0,non_eligible,87,87,1.0,94,1
CD010860,21663560,0,non_eligible,87,87,1.0,94,0
CD010860,17923438,0,non_eligible,87,87,1.0,94,0
CD010860,11241728,0,non_eligible,87,87,1.0,94,3
CD010860,8754631,0,non_eligible,87,87,1.0,94,2
CD010860,3980292,0,non_eligible,87,87,1.0,94,0
CD010860,12420650,0,non_eligible,87,87,1.0,94,3
CD010860,20954975,0,non_eligible,87,87,1.0,94,0
CD010860,11680896,0,non_eligible,87,87,1.0,94,0
CD010860,17823461,0,non_eligible,87,87,1.0,94,0
CD010860,18049065,0,non_eligible,87,87,1.0,94,2
CD010860,22332672,0,non_eligible,87,87,1.0,94,2
CD010860,17302678,0,non_eligible,87,87,1.0,94,1
CD010860,19142914,0,non_eligible,87,87,1.0,94,0
CD010860,16499914,0,non_eligible,87,87,1.0,94,0
CD010860,12762066,0,non_eligible,87,87,1.0,94,3
CD010896,22377781,1,eligible,6,6,1.0,169,2
CD010896,22366793,1,eligible,6,6,1.0,169,1
CD010896,22460325,1,eligible,6,6,1.0,169,2
CD010896,23018627,1,eligible,6,6,1.0,169,2
CD010896,22008265,1,eligible,6,6,1.0,169,1
CD010896,23016870,1,eligible,6,6,1.0,169,2
CD010896,20359778,0,non_eligible,163,100,1.63,169,1
CD010896,22717776,0,non_eligible,163,100,1.63,169,0
CD010896,21463840,0,non_eligible,163,100,1.63,169,0
CD010896,21694448,0,non_eligible,163,100,1.63,169,1
CD010896,22961551,0,non_eligible,163,100,1.63,169,1
CD010896,22672107,0,non_eligible,163,100,1.63,169,1
CD010896,22422214,0,non_eligible,163,100,1.63,169,0
CD010896,22929226,0,non_eligible,163,100,1.63,169,2
CD010896,23209065,0,non_eligible,163,100,1.63,169,1
CD010896,22682055,0,non_eligible,163,100,1.63,169,1
CD010896,22735052,0,non_eligible,163,100,1.63,169,1
CD010896,22849649,0,non_eligible,163,100,1.63,169,1
CD010896,22773150,0,non_eligible,163,100,1.63,169,1
CD010896,21843378,0,non_eligible,163,100,1.63,169,1
CD010896,22902293,0,non_eligible,163,100,1.63,169,2
CD010896,22871906,0,non_eligible,163,100,1.63,169,1
CD010896,22435956,0,non_eligible,163,100,1.63,169,0
CD010896,21959363,0,non_eligible,163,100,1.63,169,1
CD010896,22460159,0,non_eligible,163,100,1.63,169,1
CD010896,22791632,0,non_eligible,163,100,1.63,169,1
CD010896,21729418,0,non_eligible,163,100,1.63,169,1
CD010896,23224109,0,non_eligible,163,100,1.63,169,1
CD010896,21959362,0,non_eligible,163,100,1.63,169,1
CD010896,23380679,0,non_eligible,163,100,1.63,169,1
CD010896,22252239,0,non_eligible,163,100,1.63,169,0
CD010896,22211920,0,non_eligible,163,100,1.63,169,0
CD010896,22994619,0,non_eligible,163,100,1.63,169,1
CD010896,21454094,0,non_eligible,163,100,1.63,169,1
CD010896,21863316,0,non_eligible,163,100,1.63,169,1
CD010896,22212925,0,non_eligible,163,100,1.63,169,1
CD010896,22460160,0,non_eligible,163,100,1.63,169,1
CD010896,23553080,0,non_eligible,163,100,1.63,169,2
CD010896,23158839,0,non_eligible,163,100,1.63,169,1
CD010896,21418722,0,non_eligible,163,100,1.63,169,1
CD010896,21640440,0,non_eligible,163,100,1.63,169,2
CD010896,22914831,0,non_eligible,163,100,1.63,169,1
CD010896,23594859,0,non_eligible,163,100,1.63,169,1
CD010896,22665450,0,non_eligible,163,100,1.63,169,1
CD010896,21987568,0,non_eligible,163,100,1.63,169,1
CD010896,22967747,0,non_eligible,163,100,1.63,169,1
CD011145,18922150,1,eligible,202,202,1.0,10872,2
CD011145,22122408,1,eligible,202,202,1.0,10872,2
CD011145,8719048,1,eligible,202,202,1.0,10872,2
CD011145,8685299,1,eligible,202,202,1.0,10872,2
CD011145,17068312,1,eligible,202,202,1.0,10872,2
CD011145,12767413,1,eligible,202,202,1.0,10872,3
CD011145,1728269,1,eligible,202,202,1.0,10872,1
CD011145,15466502,1,eligible,202,202,1.0,10872,1
CD011145,10775968,1,eligible,202,202,1.0,10872,2
CD011145,2284373,1,eligible,202,202,1.0,10872,2
